geneid	Chr	Start	End	Strand	Length	gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
sll0910	CHR	2019253	2020344	-	1092	NA	640	1308	1501	1253	170	996	697	613	9	4	16	8
sll0909	CHR	2020349	2021035	-	687	NA	343	611	539	556	490	1118	543	681	1	3	4	0
slr0951	CHR	2021252	2021944	+	693	ispD	226	299	262	197	137	219	95	239	0	1	0	1
slr0952	CHR	2022028	2023071	+	1044	fbp	1782	2089	2771	2501	470	1168	1416	1035	10	10	17	8
slr0953	CHR	2023278	2024012	+	735	NA	815	1307	1519	1399	173	417	484	448	3	4	3	3
ssr1600	CHR	2024126	2024476	+	351	NA	5128	9158	12027	9490	405	853	1389	856	30	30	39	11
slr0954	CHR	2024549	2024980	+	432	NA	3543	4322	5251	4338	503	962	1509	868	7	14	10	5
slr0955	CHR	2024993	2026147	+	1155	rlmB	4915	5968	7573	6681	409	991	1447	1142	12	13	4	3
slr0957	CHR	2026227	2026538	+	312	NA	1222	1332	1297	1332	154	355	596	405	5	7	13	8
slr0958	CHR	2026675	2028126	+	1452	cysS	3336	4695	4737	4006	450	1032	1591	1332	11	10	22	7
sll0905	CHR	2028157	2028744	-	588	NA	1001	1271	1369	1100	150	278	402	336	5	7	12	7
slr0959	CHR	2028898	2030421	+	1524	NA	8330	9685	4712	3940	401	890	347	641	15	5	27	9
slr0960	CHR	2030534	2030974	+	441	NA	511	756	447	447	73	239	318	255	5	4	6	3
sll1541	CHR	2031001	2032473	-	1473	NA	2725	4077	3340	2484	371	798	2174	1218	3	3	35	10
ssr2723	CHR	2032604	2032891	+	288	clpS	806	888	1027	1044	232	728	686	524	8	9	20	4
sll1540	CHR	2032951	2034123	-	1173	NA	1246	1498	2008	1722	374	793	685	829	5	7	26	7
slr1622	CHR	2034294	2034803	+	510	NA	2425	3278	4501	4649	450	1166	2455	1443	8	9	9	3
slr1623	CHR	2035067	2035432	+	366	NA	1424	2448	2546	2324	370	1412	1885	1062	8	13	12	2
slr1624	CHR	2035474	2036850	+	1377	NA	3797	4201	5530	4442	551	1466	2117	1546	30	38	43	13
sll1538	CHR	2036911	2038527	-	1617	NA	1265	1569	1358	1242	233	553	343	564	1	5	7	2
sll1537	CHR	2038644	2039063	-	420	NA	150	205	215	179	89	202	147	163	5	2	4	1
slr1626	CHR	2039078	2039530	+	453	folB	1069	1453	1196	1194	87	241	447	310	3	1	10	2
slr1627	CHR	2039541	2040161	+	621	NA	910	1558	1143	1088	51	204	246	226	4	2	10	5
sll1536	CHR	2040280	2041458	-	1179	moeB	14468	17428	21653	19273	2125	4807	8277	6038	53	40	84	23
slr1628	CHR	2041594	2041998	+	405	NA	396	701	912	883	56	194	181	148	0	1	3	0
slr1629	CHR	2041999	2042982	+	984	NA	1910	2398	2378	2116	127	255	607	358	11	8	15	4
sll1535	CHR	2043107	2043838	-	732	NA	4059	4555	4486	3562	921	2660	3340	2061	50	47	136	38
sll1534	CHR	2043938	2045074	-	1137	NA	337	417	1089	844	522	1564	885	828	5	3	9	2
sll1533	CHR	2045078	2046364	-	1287	NA	2447	3201	8551	7137	3008	4090	3435	2006	18	16	20	3
slr1634	CHR	2046961	2047335	+	375	NA	3469	6173	37010	36119	7224	19174	3900	9312	322	323	138	46
sll1532	CHR	2047495	2048130	-	636	NA	1636	2098	6351	4890	244	896	1484	765	13	11	5	3
ssl2982	CHR	2048144	2048374	-	231	NA	1205	1603	2397	2452	120	456	1199	611	5	1	9	5
slr1635	CHR	2048497	2049513	+	1017	NA	73	106	108	69	59	159	85	106	0	0	0	0
ST6803t22	CHR	2050184	2050256	+	73	NA	97	79	85	85	42	143	259	272	3	3	8	4
slr1638	CHR	2050496	2050819	+	324	NA	5250	5965	5722	4252	1606	6647	9962	4398	34	19	41	22
slr1639	CHR	2050948	2051412	+	465	smpB	1689	3118	2848	2275	292	680	676	604	5	4	5	1
sll1531	CHR	2051479	2053305	-	1827	NA	2844	4326	3222	2763	368	1422	1175	1031	8	9	6	4
sll1530	CHR	2053319	2054479	-	1161	NA	3161	3795	3312	3275	534	1761	1308	1095	5	7	5	1
sll1528	CHR	2054482	2057472	-	2991	NA	5404	7313	7403	4899	897	2326	1865	1834	12	8	11	3
sll1527	CHR	2057469	2060975	-	3507	NA	1462	2407	1401	1133	587	1608	854	1174	9	7	4	0
sll1526	CHR	2061101	2062621	-	1521	NA	1004	1125	1285	1268	320	1556	1181	1183	7	10	7	5
slr1641	CHR	2062905	2065523	+	2619	clpB	11917	16270	7953	5055	1261	2351	1601	1372	18	24	99	23
ssl2971	CHR	2065509	2065808	-	300	NA	1344	1814	1582	1164	141	322	378	343	4	2	9	1
sll1525	CHR	2066001	2066999	-	999	NA	30319	36674	53938	52719	2582	9402	12404	8374	87	73	154	51
slr1643	CHR	2067522	2068763	+	1242	NA	22103	23153	40799	39059	4037	15105	27209	14711	71	64	118	24
sll1524	CHR	2068855	2069694	-	840	NA	1368	1526	2543	2221	252	646	632	582	7	4	6	2
slr1644	CHR	2070019	2070891	+	873	NA	1312	1527	1941	1808	293	701	623	629	7	8	16	8
slr1645	CHR	2070975	2071382	+	408	psb27	4026	4289	6318	5845	693	2176	3109	1819	24	12	30	5
slr1646	CHR	2071379	2072074	+	696	rnc	3401	4043	5670	4496	346	975	1627	1017	20	22	13	4
slr1647	CHR	2072108	2072887	+	780	fetB	1232	1550	2048	1497	100	218	252	270	4	13	5	3
slr1648	CHR	2073161	2074603	+	1443	NA	1401	1808	2974	2561	435	1000	778	856	4	7	24	9
ssr2754	CHR	2074694	2074957	+	264	NA	468	508	735	599	204	744	465	417	6	3	3	0
slr1649	CHR	2075381	2075971	+	591	NA	533	688	1163	1121	259	814	428	403	2	4	5	2
sll1522	CHR	2075968	2076507	-	540	pgsA	446	538	1090	856	76	158	152	158	1	3	2	0
sll1521	CHR	2076547	2078340	-	1794	NA	1542	1884	3720	3366	613	1420	1011	992	7	5	17	3
sll1520	CHR	2078366	2080120	-	1755	recN	244	291	261	201	308	574	174	633	1	1	1	0
slr0442	CHR	2080885	2082720	+	1836	NA	9137	11515	9889	8428	3162	6642	3836	3176	28	25	37	19
sll0428	CHR	2082864	2083916	-	1053	NA	124	191	170	144	178	481	166	363	1	1	2	1
slr1005	CHR	2085211	2085417	+	207	NA	10	20	32	57	41	296	259	193	0	0	0	0
ssr0759	CHR	2085445	2085684	+	240	NA	322	312	441	352	86	203	122	133	2	0	1	0
ssr0761	CHR	2085826	2086110	+	285	NA	188	241	253	287	60	159	81	125	2	0	3	1
sll0427	CHR	2086305	2087129	-	825	NA	8398	11778	29529	30134	6861	22057	14031	10047	91	94	76	31
slr0443	CHR	2087407	2087733	+	327	NA	1378	2015	2459	1978	173	405	516	380	4	2	3	2
ST6803t23	CHR	2087804	2087875	-	72	NA	146	135	186	229	227	1805	4057	3274	24	23	37	12
sll0426	CHR	2088130	2088636	-	507	NA	2034	2593	4013	3501	384	1012	1327	1016	22	16	70	24
slr0444	CHR	2088680	2090023	+	1344	aroA	2491	4032	4233	3014	208	363	402	459	6	11	14	4
sll0424	CHR	2090026	2091630	-	1605	NA	811	988	1293	1069	266	555	354	565	4	1	5	2
sll0423	CHR	2091711	2092178	-	468	NA	299	406	635	571	248	541	298	392	7	5	11	6
ST6803t24	CHR	2092400	2092471	+	72	NA	781	948	1091	1390	603	59650	195461	78900	55	52	64	19
sll0422	CHR	2092519	2093508	-	990	NA	3294	4250	4855	3520	457	1048	1266	1042	4	5	5	1
sll0421	CHR	2093629	2094924	-	1296	purB	4465	5035	6610	5988	413	1114	1549	1237	8	6	10	0
slr0445	CHR	2095079	2095666	+	588	NA	389	470	596	567	294	810	786	599	10	4	24	5
sll0420	CHR	2095723	2096040	-	318	ureB	627	807	900	827	192	423	548	446	6	2	9	1
sll0419	CHR	2096076	2096540	-	465	NA	380	576	457	339	53	137	169	163	1	1	1	1
sll0418	CHR	2096618	2097574	-	957	NA	1805	2697	2266	1951	182	378	472	453	3	10	19	4
slr0446	CHR	2097643	2098602	+	960	NA	246	259	270	255	111	203	118	224	0	1	1	0
slr0447	CHR	2098921	2100261	+	1341	urtA	34835	35804	30369	26449	7665	21293	38836	15406	14	37	38	16
slr0448	CHR	2100463	2101980	+	1518	radA	1246	1625	2054	1713	272	530	465	615	2	0	6	4
sll0274	CHR	2101977	2102561	-	585	NA	826	1256	1581	1093	278	557	534	436	2	5	8	2
sll0273	CHR	2102769	2104391	-	1623	NA	1328	1372	1732	1675	411	991	898	1001	7	2	15	2
sll0272	CHR	2104439	2104912	-	474	NA	2489	2365	3476	3032	753	2962	2543	1513	17	16	22	9
sll0271	CHR	2104943	2105608	-	666	nusB	494	711	1331	1529	216	531	338	400	0	2	4	1
slr0280	CHR	2105837	2107645	+	1809	NA	2480	3304	3264	2594	396	923	1137	946	6	12	20	7
sll0270	CHR	2107664	2110159	-	2496	priA	1227	1567	1695	1351	341	703	595	850	7	7	14	0
sll0269	CHR	2110166	2110579	-	414	NA	370	447	770	713	129	240	281	222	2	2	2	1
sll0268	CHR	2110697	2111044	-	348	NA	371	445	609	560	207	444	284	322	4	3	7	1
sll0267	CHR	2111141	2115877	-	4737	NA	1370	1690	2969	2543	772	1704	1484	1990	12	11	22	8
sll0266	CHR	2116083	2117312	-	1230	NA	373	481	680	628	281	579	554	661	1	2	6	1
sll0265	CHR	2117309	2118214	-	906	NA	216	313	373	349	101	305	338	295	0	1	4	2
sll0264	CHR	2118198	2119337	-	1140	NA	467	716	993	850	351	597	586	562	4	5	7	2
sll0263	CHR	2119301	2120020	-	720	NA	1307	1432	2152	2079	179	380	316	399	4	7	7	3
sll0262	CHR	2120067	2121146	-	1080	NA	4527	5141	6956	6824	276	1119	939	951	12	8	5	2
sll0261	CHR	2121641	2123347	-	1707	NA	799	1073	562	462	181	358	551	538	0	1	3	0
slr0284	CHR	2123646	2123996	+	351	NA	512	571	759	1008	162	705	718	584	32	23	65	22
slr0285	CHR	2124122	2124973	+	852	NA	52	65	55	70	198	422	133	343	2	2	2	0
slr0286	CHR	2124966	2126246	+	1281	NA	242	366	341	262	126	388	262	309	0	0	3	0
sll0260	CHR	2126243	2127589	-	1347	NA	1368	1888	1438	1058	342	689	1616	1098	3	6	9	3
ssr0482	CHR	2127879	2128127	+	249	rpsP	7438	9150	11919	10874	753	3031	6135	3530	29	20	41	17
slr0287	CHR	2128168	2128524	+	357	NA	9852	10559	16936	13657	675	1435	2920	1701	40	55	81	18
slr0288	CHR	2128767	2130941	+	2175	NA	11528	15080	4804	3894	636	2825	13088	5047	9	8	12	10
slr0291	CHR	2131105	2131539	+	435	NA	147	196	224	232	60	148	109	139	1	3	2	1
sll0258	CHR	2131616	2132098	-	483	psbV	4223	3841	10881	11320	1809	7130	9031	5431	81	109	72	32
ssl0483	CHR	2132257	2132457	-	201	NA	1704	1923	4721	4344	2879	8812	9757	5763	38	25	26	10
slr0292	CHR	2132715	2133545	+	831	NA	1000	1091	973	826	143	371	953	628	5	3	13	3
sll0257	CHR	2133549	2134022	-	474	tsaE	383	369	319	338	98	184	205	184	2	0	3	1
slr0293	CHR	2134202	2137153	+	2952	gcvP	4707	6184	4734	4312	554	1413	1976	1937	15	11	82	27
slr0294	CHR	2137259	2137738	+	480	NA	754	1024	656	559	116	416	478	359	3	0	5	2
slr0392	CHR	2137707	2138081	+	375	NA	372	469	401	248	23	138	153	114	1	0	2	0
slr0393	CHR	2138074	2138439	+	366	NA	468	773	537	351	61	165	173	150	1	1	3	0
sll0364	CHR	2138723	2139142	-	420	NA	193	342	275	212	86	273	206	223	1	0	2	0
slr0394	CHR	2139193	2140395	+	1203	NA	32516	32709	30824	31157	2617	12354	11513	6558	70	69	134	39
slr0395	CHR	2140664	2141593	+	930	NA	1264	1702	794	534	111	216	178	292	1	2	0	0
sll0362	CHR	2141613	2144246	-	2634	alaS	4361	6374	7372	4616	859	1722	2139	1715	11	10	28	9
sll0361	CHR	2144427	2144846	-	420	NA	322	420	503	445	95	242	233	245	3	4	2	0
sll0360	CHR	2144979	2145812	-	834	NA	727	1287	2278	1734	127	246	261	284	3	1	5	1
sll0359	CHR	2146000	2146467	-	468	NA	3530	4306	8411	9688	1983	6917	9882	6172	45	54	103	34
slr0397	CHR	2146801	2147376	+	576	NA	462	619	734	625	123	204	269	218	5	2	7	4
slr0398	CHR	2147548	2148033	+	486	NA	1226	1588	1297	1149	322	671	753	514	10	9	6	2
slr0399	CHR	2148253	2149233	+	981	NA	2987	4574	4454	2910	327	673	1605	1106	12	10	21	8
slr0400	CHR	2149333	2150250	+	918	NA	1863	1916	1514	1458	212	513	785	638	6	8	11	4
slr0401	CHR	2150247	2151401	+	1155	NA	3140	3706	2788	2575	171	529	823	677	4	8	17	5
ST6803t25	CHR	2151437	2151508	-	72	NA	51	55	51	117	13	379	606	848	18	19	16	11
slr0402	CHR	2151606	2152190	+	585	rdgB	3152	3751	2883	2367	101	237	420	307	19	19	33	9
ssl0707	CHR	2152291	2152629	-	339	NA	9467	14737	11148	8427	1667	4544	10765	4947	40	28	72	25
slr0404	CHR	2152932	2153933	+	1002	NA	8264	13180	14395	12319	2464	5594	6363	3988	60	46	144	35
ssr0657	CHR	2154205	2154498	+	294	NA	533	632	754	642	129	334	305	252	4	3	7	6
sll0356	CHR	2154516	2155172	-	657	NA	329	421	515	500	143	255	284	260	2	3	5	3
sll0355	CHR	2155273	2156265	-	993	NA	865	1421	1065	802	282	700	919	1074	1	3	10	6
sll0354	CHR	2156497	2156961	-	465	NA	656	1085	811	722	152	356	340	440	5	3	19	4
slr0406	CHR	2157442	2158470	+	1029	pyrC	462	451	563	557	153	414	255	396	2	0	1	0
slr0407	CHR	2158543	2159355	+	813	NA	424	619	751	625	468	705	487	657	2	4	5	1
slr0408	CHR	2159620	2172219	+	12600	NA	3062	4121	4201	3396	2316	4452	3321	5057	17	22	36	10
slr0142	CHR	2172365	2173099	+	735	NA	44	74	64	56	99	198	75	209	1	0	0	0
slr0143	CHR	2173197	2176772	+	3576	NA	1151	1365	1803	1473	650	1233	811	1242	10	12	19	6
slr0144	CHR	2177115	2177903	+	789	NA	3261	3892	12380	11752	3179	4733	3462	2214	29	20	80	23
slr0145	CHR	2177900	2178310	+	411	NA	1011	1099	5316	4438	838	1019	1048	587	4	6	2	1
slr0147	CHR	2178840	2179505	+	666	NA	321	335	2410	2130	830	1267	1722	960	11	11	4	2
slr0148	CHR	2179537	2180019	+	483	NA	669	709	2458	2183	1734	2056	3207	1933	9	7	8	3
slr0149	CHR	2180073	2180543	+	471	NA	1350	2110	5786	4220	1959	2986	4631	2609	9	10	9	1
slr0150	CHR	2180577	2180888	+	312	NA	507	715	1679	1456	1521	1744	2983	1961	4	3	5	1
slr0151	CHR	2181013	2181975	+	963	NA	2172	2453	5892	4711	1708	4407	8325	4755	23	31	19	4
slr0152	CHR	2182096	2183958	+	1863	NA	1002	1408	1582	1123	440	1057	953	904	6	8	11	2
sll0149	CHR	2184030	2185784	-	1755	NA	3591	4547	3954	3625	483	1330	1335	1222	9	14	28	1
sll0148	CHR	2185870	2188077	-	2208	NA	3313	3898	5733	5283	804	1776	2546	2011	19	32	44	12
sll0147	CHR	2188230	2190236	-	2007	NA	1144	1432	1957	1826	467	1265	1114	1172	10	13	14	8
sll0146	CHR	2190933	2192051	-	1119	NA	1615	2068	2226	2272	293	761	903	853	4	8	6	3
sll0145	CHR	2192133	2192681	-	549	frr	3889	4376	7017	7051	1086	2439	3615	1886	9	19	19	7
sll0144	CHR	2192668	2193390	-	723	pyrH	1581	2160	2430	2422	198	971	1217	813	3	4	8	0
ssl0259	CHR	2193591	2193812	-	222	NA	78	80	106	94	97	163	173	153	1	1	1	0
slr0156	CHR	2194405	2197101	+	2697	clpB	3338	4630	4689	3250	611	1616	1281	1750	16	10	21	3
slr0157	CHR	2197132	2197620	+	489	NA	838	1247	1020	704	77	357	298	315	5	2	8	3
sll0142	CHR	2197732	2200959	-	3228	NA	5851	9245	7530	5678	792	1854	2449	2594	18	15	86	23
sll0141	CHR	2201147	2202550	-	1404	NA	3618	5031	4955	4106	553	1105	1730	1468	15	11	46	13
slr0161	CHR	2202944	2204053	+	1110	NA	3635	4601	8533	6977	1513	2984	2425	1967	19	12	50	14
slr0164	CHR	2205774	2206451	+	678	NA	8534	8076	12995	12967	1685	4577	9079	4525	49	50	114	37
slr0165	CHR	2206551	2207159	+	609	NA	4982	6528	9939	9984	774	3044	6520	2955	21	37	74	21
sll0136	CHR	2207370	2208695	-	1326	NA	3982	4898	4053	3885	393	1148	1982	1446	9	6	22	5
sll0135	CHR	2208778	2209758	-	981	NA	6629	9178	7402	5608	289	675	1256	882	13	6	11	4
ssl0242	CHR	2209703	2209939	-	237	NA	991	1529	1323	1214	388	856	1530	787	5	1	9	3
slr1923	CHR	2211283	2212479	+	1197	NA	1637	2071	2563	2026	374	842	1302	1052	8	7	14	6
slr1924	CHR	2212505	2213707	+	1203	NA	1389	2107	2654	2081	741	1510	1757	1419	10	14	17	3
slr1925	CHR	2213707	2214735	+	1029	cbiB	641	1176	1104	794	140	357	380	358	3	8	3	2
sll1865	CHR	2214685	2215801	-	1117	prfB	2372	3406	3527	2513	429	926	932	823	10	10	10	4
sll1864	CHR	2216476	2219175	-	2700	NA	1808	2908	9099	6278	1838	2149	935	1285	24	31	26	11
slr1926	CHR	2219290	2219793	+	504	NA	4830	5800	4153	3159	165	477	739	459	24	16	29	6
slr1927	CHR	2219786	2220961	+	1176	NA	2660	4224	2387	1746	300	646	1275	924	9	9	4	2
slr1928	CHR	2221173	2221631	+	459	NA	521	683	783	868	189	547	566	540	11	5	45	17
slr1930	CHR	2222316	2222876	+	561	NA	380	585	602	539	242	708	684	659	1	5	12	9
slr1932	CHR	2223873	2224568	+	696	NA	1528	1691	1529	1264	246	704	629	597	10	7	27	6
sll1863	CHR	2224789	2225079	-	291	NA	3013	4065	2717	2489	547	3079	1010	852	3	3	18	6
sll1862	CHR	2225278	2225709	-	432	NA	5963	8201	8889	5903	780	5830	2405	1653	8	4	26	3
sll1861	CHR	2225766	2226530	-	765	NA	73	86	85	74	169	439	174	321	3	3	3	0
sll1860	CHR	2226619	2227404	-	786	NA	178	289	232	174	205	548	130	350	1	1	0	0
slr1933	CHR	2227829	2228377	+	549	rfbC	383	510	539	394	235	441	352	352	6	5	9	0
sll1858	CHR	2228445	2230328	-	1884	NA	2258	2576	3657	3307	749	1671	1478	1372	14	8	18	11
slr1934	CHR	2230487	2231515	+	1029	pdhA	3859	4806	6016	5523	750	1957	2937	2145	11	7	10	6
slr1935	CHR	2231639	2233036	+	1398	NA	1476	1958	2232	1796	335	716	803	818	9	5	18	8
sll1854	CHR	2233037	2233834	-	798	xth	1304	2087	1489	1288	101	256	392	335	2	3	3	0
sll1853	CHR	2233809	2234273	-	465	NA	2281	2599	2186	1960	55	198	408	240	6	1	11	1
sll1852	CHR	2234304	2234753	-	450	ndk	2340	2819	2528	2591	478	1555	3442	2436	7	2	24	7
ST6803t26	CHR	2234978	2235050	+	73	NA	271	327	422	1021	30	1172	1758	1712	80	97	134	47
sll1851	CHR	2235072	2235482	-	411	NA	702	1228	690	354	70	249	113	163	4	0	2	2
sll1849	CHR	2236419	2237054	-	636	NA	445	592	550	366	142	327	197	330	1	3	3	1
slr1938	CHR	2237134	2238189	+	1056	mtnA	2371	3149	4376	3663	327	687	615	607	9	8	10	1
sll1848	CHR	2238277	2238954	-	678	NA	678	739	1114	1016	130	294	370	357	3	1	0	1
slr1939	CHR	2239239	2241248	+	2010	NA	1063	1163	1721	1520	468	959	725	924	6	8	17	4
slr1940	CHR	2241355	2242788	+	1434	NA	802	911	606	428	317	579	652	656	9	9	7	2
ssr3300	CHR	2242886	2243137	+	252	NA	108	127	82	91	30	69	41	78	0	1	2	0
sll1845	CHR	2243250	2243723	-	474	NA	202	240	172	136	94	194	193	218	1	1	3	0
slr1942	CHR	2243851	2245368	+	1518	kaiC	2738	3892	4247	3578	386	1092	1350	1099	6	4	7	3
ssr3304	CHR	2245407	2245583	+	177	NA	292	310	345	258	39	115	112	115	0	0	1	0
slr1943	CHR	2245636	2246631	+	996	NA	626	817	861	748	217	447	422	469	0	4	8	2
slr1944	CHR	2246867	2248483	+	1617	NA	1409	1566	2089	1826	439	1259	1494	1287	6	8	4	3
slr1945	CHR	2248578	2250176	+	1599	gpmI	7824	8037	7718	7564	1249	4437	3632	2590	28	45	44	9
ssr3307	CHR	2250241	2250474	+	234	secG	2433	3475	4270	4043	204	2104	3923	3372	21	9	36	11
slr1946	CHR	2250711	2251496	+	786	NA	1096	1368	1902	1897	225	553	855	651	5	4	5	4
sll1841	CHR	2251657	2252958	-	1302	NA	10404	11543	19049	17246	1401	3992	5885	3646	37	26	85	27
slr1949	CHR	2253169	2253807	+	639	NA	1703	2001	1771	1311	487	890	1054	729	7	7	16	5
slr1950	CHR	2254112	2256454	+	2343	NA	3205	5000	5028	3621	525	1021	967	1120	11	13	32	10
slr1951	CHR	2256697	2257170	+	474	NA	281	358	387	365	116	252	159	187	6	2	3	0
slr0989	CHR	2257203	2257964	+	762	NA	942	1510	1465	964	431	507	501	615	8	3	13	6
slr0990	CHR	2258074	2259243	+	1170	gshA	2276	2534	3285	2694	389	955	1438	862	12	16	20	7
slr0992	CHR	2259402	2259863	+	462	trmL	757	929	873	759	85	217	222	182	5	3	3	0
sll0947	CHR	2262805	2263380	-	576	raiA	4383	4275	12226	10751	3205	9029	6298	2837	42	59	60	19
slr0994	CHR	2263827	2264510	+	684	lipB	607	802	839	822	243	419	284	424	3	3	2	2
ssl1807	CHR	2264491	2264781	-	291	NA	360	480	387	356	147	274	294	229	1	1	3	1
ST6803t27	CHR	2264982	2265053	-	72	NA	94	127	142	250	19	443	641	555	41	24	39	18
sll0945	CHR	2265213	2266646	-	1434	glgA	3322	4550	6547	4852	598	1572	1606	1152	9	12	7	1
sll0944	CHR	2266850	2267344	-	495	NA	563	624	247	193	136	349	1162	756	2	2	4	3
slr0320	CHR	2267490	2269085	+	1596	NA	3030	4069	4031	3354	679	952	1726	1582	26	31	123	26
sll0306	CHR	2269126	2270112	-	987	NA	6463	7307	5665	5511	1277	2780	3238	1493	33	38	127	42
slr0321	CHR	2270624	2271571	+	948	era	1023	1409	1304	826	165	291	177	316	1	1	1	1
slr0322	CHR	2271581	2274868	+	3288	NA	8009	9845	11969	8809	2383	4226	5576	3952	42	41	98	33
slr0323	CHR	2274868	2277996	+	3129	NA	1243	2265	2069	1599	570	1523	1958	1637	8	5	6	4
slr0324	CHR	2277989	2278873	+	885	NA	429	514	670	567	121	262	323	434	3	5	2	1
slr0325	CHR	2278921	2279406	+	486	NA	315	424	464	333	73	144	176	177	2	2	2	1
sll0301	CHR	2279497	2280006	-	510	NA	744	1226	1172	725	131	448	304	325	5	5	10	3
sll0300	CHR	2280267	2280947	-	681	ribE	544	845	925	703	107	232	180	238	2	2	5	2
slr0327	CHR	2281509	2283182	+	1674	NA	2231	2681	3110	3101	455	1142	1286	1492	9	10	9	3
slr0328	CHR	2283232	2283705	+	474	NA	240	426	494	533	196	378	389	383	2	1	3	0
slr0329	CHR	2283794	2284777	+	984	NA	501	611	893	806	168	266	144	368	4	6	6	2
sll0298	CHR	2284791	2285294	-	504	NA	867	1016	1675	1715	274	840	594	514	8	6	15	9
sll0297	CHR	2285410	2285997	-	588	NA	3737	4923	6257	4746	536	977	994	826	4	10	63	20
sll0296	CHR	2286186	2286746	-	561	NA	772	866	785	770	116	325	158	244	6	6	5	0
ssl0564	CHR	2286798	2287067	-	270	NA	647	1111	761	728	138	300	183	170	1	1	4	2
ssl0563	CHR	2287334	2287579	-	246	psaC	2305	2163	7635	7551	980	2615	1875	1185	173	158	65	21
slr0331	CHR	2287948	2289525	+	1578	NA	4746	6088	5320	4532	1599	3136	2831	2064	40	34	78	15
slr0333	CHR	2289704	2290024	+	321	NA	429	578	711	663	265	696	641	549	4	6	7	1
slr0334	CHR	2290089	2290421	+	333	NA	656	983	1051	983	153	337	497	380	6	2	3	0
ssr0536	CHR	2290705	2290959	+	255	NA	1326	2147	2250	2088	2929	4687	4611	2860	4	9	14	4
sll0295	CHR	2291091	2291879	-	789	NA	738	786	943	914	163	343	442	371	3	4	3	0
slr0335	CHR	2292188	2294878	+	2691	NA	18818	19985	87269	86078	14317	42633	29594	18227	272	239	123	39
slr0337	CHR	2295152	2297341	+	2190	NA	1176	1419	1427	1230	420	688	1029	807	6	2	9	3
sll0294	CHR	2297368	2298570	-	1203	NA	929	1092	621	533	179	297	229	408	3	5	18	2
sll0293	CHR	2298606	2299118	-	513	NA	1779	1823	1095	1052	122	413	474	371	14	10	23	5
slr0338	CHR	2299371	2300441	+	1071	NA	2505	3716	2585	2203	335	924	1289	941	7	7	13	3
slr0168	CHR	2300515	2302446	+	1932	NA	2866	3674	2471	2139	324	849	1216	1033	9	13	20	2
slr0169	CHR	2302638	2303279	+	642	NA	1259	1944	2675	2042	250	620	722	583	0	3	6	2
slr0171	CHR	2303507	2304034	+	528	NA	1450	1730	2313	1981	134	662	983	614	8	8	8	2
slr0172	CHR	2304094	2304561	+	468	NA	1983	2659	4402	3986	477	1319	1621	1064	4	6	7	5
sll0177	CHR	2304558	2305886	-	1329	NA	1621	2525	4092	2590	180	391	318	448	5	2	7	1
sll0175	CHR	2306850	2308472	-	1623	NA	817	1255	1356	819	151	326	342	433	5	6	3	3
sll0174	CHR	2308517	2309371	-	855	NA	403	517	925	713	160	529	512	532	2	3	2	1
sll0173	CHR	2309413	2310471	-	1059	NA	796	935	1605	1429	366	962	1014	899	3	6	7	0
sll0172	CHR	2310533	2310991	-	459	NA	759	848	1162	997	180	426	534	384	3	2	0	1
sll0171	CHR	2311377	2312495	-	1119	gcvT	553	780	1180	1086	186	514	569	681	3	5	6	1
sll0170	CHR	2312664	2314574	-	1911	dnaK	120711	115180	82844	71759	8146	21146	14965	8558	174	145	722	191
sll0169	CHR	2314780	2316924	-	2145	NA	5128	5872	6008	5505	1353	3148	5835	3112	42	30	104	29
sll0168	CHR	2317112	2317447	-	336	NA	309	565	624	445	129	334	213	287	2	1	4	0
sll0167	CHR	2317536	2318030	-	495	NA	775	945	1292	954	189	371	399	345	5	3	6	6
sll0166	CHR	2318011	2319627	-	1617	cobA	920	1056	1345	1141	281	542	661	649	6	7	8	2
sll0163	CHR	2319555	2324636	-	5082	NA	2927	3671	4926	3982	1416	2521	2163	2419	34	32	88	28
sll0162	CHR	2325045	2325629	-	585	NA	261	281	230	273	311	632	690	591	4	1	8	0
slr0179	CHR	2325864	2326937	+	1074	NA	161	244	391	166	372	570	179	335	3	7	3	2
slr0180	CHR	2327013	2328029	+	1017	NA	72	108	97	61	44	168	80	118	0	1	0	0
slr0181	CHR	2329304	2330119	+	816	recO	1281	1473	1587	1467	221	553	695	469	13	9	18	7
ssl0294	CHR	2330147	2330359	-	213	NA	837	1511	1674	1378	180	372	675	298	7	5	11	5
sll0160	CHR	2330788	2331462	-	675	NA	792	1004	799	692	122	275	242	268	0	6	11	5
sll0158	CHR	2331505	2333817	-	2313	glgB	8955	10797	9153	8248	764	2419	3467	2539	23	16	41	12
sll0157	CHR	2334042	2334812	-	771	NA	907	797	959	981	490	601	1475	985	3	2	23	5
sll0156	CHR	2334877	2335494	-	618	NA	764	795	1184	993	509	1386	1930	1124	5	4	8	2
slr0184	CHR	2335706	2336326	+	621	NA	197	194	269	268	114	231	158	259	4	3	11	1
slr0185	CHR	2336427	2337023	+	597	pyrE	1333	1767	1409	1315	130	313	368	398	0	6	4	1
sll0154	CHR	2337062	2338450	-	1389	NA	2144	3024	2718	2237	327	787	928	819	16	15	26	8
